Index,Experiment,Citation,Laboratory,Device,Container,Duration_h,T_C,P_Gpa,fO2,Phases,Type,SiO2_Bulk,TiO2_Bulk,Al2O3_Bulk,Fe2O3_Bulk,FeO_Bulk,MgO_Bulk,CaO_Bulk,Na2O_Bulk,K2O_Bulk
441,ND-002-6,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,617,738,0.160799995,NNO-1.05,liq+cpx+ox,Bulk,75.19999695,0.170000002,12.10999966,0.829999983,1.809999943,0.07,0.439999998,4.590000153,4.730000019
442,ND-002-7,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,617,738,0.160799995,NNO-1.14,liq+cpx+kfs+qz+ox,Bulk,75.19999695,0.170000002,12.10999966,0.829999983,1.809999943,0.07,0.439999998,4.590000153,4.730000019
445,ND-002-22,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,306,783,0.149000004,NNO-1.8,liq+cpx+kfs+qz+ox,Bulk,75.19999695,0.170000002,12.10999966,0.829999983,1.809999943,0.07,0.439999998,4.590000153,4.730000019
449,ND-002-42,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,959,758,0.151500002,NNO-3.13,liq+liq+qz+kfs+ol+bi+fl+ox+amph,Bulk,75.19999695,0.170000002,12.10999966,0.829999983,1.809999943,0.07,0.439999998,4.590000153,4.730000019
450,ND-002-43,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,959,729,0.151500002,NNO-3.2,liq+qz+kfs+ol+bi+fl+ox,Bulk,75.19999695,0.170000002,12.10999966,0.829999983,1.809999943,0.07,0.439999998,4.590000153,4.730000019
451,ND-002-44,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,959,773,0.151500002,NNO-3.1,liq+qz+kfs+ol+fl+ox+amph,Bulk,75.19999695,0.170000002,12.10999966,0.829999983,1.809999943,0.07,0.439999998,4.590000153,4.730000019
452,ND-002-12,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,407,794,0.155000001,NNO-4.39,liq+ox,Bulk,75.19999695,0.170000002,12.10999966,0.829999983,1.809999943,0.07,0.439999998,4.590000153,4.730000019
453,ND-002-13,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,407,794,0.155000001,NNO-4.3,liq+ox,Bulk,75.19999695,0.170000002,12.10999966,0.829999983,1.809999943,0.07,0.439999998,4.590000153,4.730000019
454,ND-002-14,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,407,794,0.155000001,NNO-4.2,liq+ox,Bulk,75.19999695,0.170000002,12.10999966,0.829999983,1.809999943,0.07,0.439999998,4.590000153,4.730000019
455,ND-002-15,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,407,794,0.155000001,NNO-4.06,liq+cpx+kfs+plag+ox,Bulk,75.19999695,0.170000002,12.10999966,0.829999983,1.809999943,0.07,0.439999998,4.590000153,4.730000019
456,ND-002-16,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,407,794,0.155000001,NNO-3.93,liq+cpx+kfs+qz+ox+fl,Bulk,75.19999695,0.170000002,12.10999966,0.829999983,1.809999943,0.07,0.439999998,4.590000153,4.730000019
457,ND-002-17,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,502,752,0.151999995,NNO-4.29,liq+ox+chevk,Bulk,75.19999695,0.170000002,12.10999966,0.829999983,1.809999943,0.07,0.439999998,4.590000153,4.730000019
458,ND-002-18,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,502,752,0.151999995,NNO-4.19,liq+cpx+ox+kfs+tit,Bulk,75.19999695,0.170000002,12.10999966,0.829999983,1.809999943,0.07,0.439999998,4.590000153,4.730000019
459,ND-002-19,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,502,752,0.151999995,NNO-4.1,liq+cpx+kfs+ox+tit,Bulk,75.19999695,0.170000002,12.10999966,0.829999983,1.809999943,0.07,0.439999998,4.590000153,4.730000019
460,ND-002-20,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,502,752,0.151999995,NNO-3.96,liq+cpx+kfs+qz+ox+tit,Bulk,75.19999695,0.170000002,12.10999966,0.829999983,1.809999943,0.07,0.439999998,4.590000153,4.730000019
461,ND-002-21,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,502,752,0.151999995,NNO-3.86,liq+kfs+qz+ox+fl,Bulk,75.19999695,0.170000002,12.10999966,0.829999983,1.809999943,0.07,0.439999998,4.590000153,4.730000019
467,ND-002-38,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,1138,784,0.150000006,NNO-2.35,liq+kfs+qz+ox+fl,Bulk,75.19999695,0.170000002,12.10999966,0.829999983,1.809999943,0.07,0.439999998,4.590000153,4.730000019
468,ND-002-10,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,423,794,0.050299998,NNO-1.48,liq+cpx+ox,Bulk,75.19999695,0.170000002,12.10999966,0.829999983,1.809999943,0.07,0.439999998,4.590000153,4.730000019
469,ND-002-11,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,423,794,0.050299998,NNO-1.67,liq+cpx+kfs+ox,Bulk,75.19999695,0.170000002,12.10999966,0.829999983,1.809999943,0.07,0.439999998,4.590000153,4.730000019
470,ND-002-28,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,617,790,0.052000001,NNO-1.82,liq+cpx+kfs+ox,Bulk,75.19999695,0.170000002,12.10999966,0.829999983,1.809999943,0.07,0.439999998,4.590000153,4.730000019
471,ND-002-29,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,617,790,0.052000001,NNO-1.94,liq+cpx+kfs+qz+ox+ap,Bulk,75.19999695,0.170000002,12.10999966,0.829999983,1.809999943,0.07,0.439999998,4.590000153,4.730000019
472,ND-002-30,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,617,790,0.052000001,NNO-2.11,liq+cpx+kfs+qz+ox,Bulk,75.19999695,0.170000002,12.10999966,0.829999983,1.809999943,0.07,0.439999998,4.590000153,4.730000019
473,ND-002-34,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,867,756,0.056600001,NNO-1.36,liq+cpx+kfs+ox,Bulk,75.19999695,0.170000002,12.10999966,0.829999983,1.809999943,0.07,0.439999998,4.590000153,4.730000019
474,ND-002-35,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,867,756,0.056600001,NNO-1.54,liq+cpx+kfs+ox+qz,Bulk,75.19999695,0.170000002,12.10999966,0.829999983,1.809999943,0.07,0.439999998,4.590000153,4.730000019
475,ND-002-36,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,867,756,0.056600001,NNO-1.76,liq+kfs+qz+ox,Bulk,75.19999695,0.170000002,12.10999966,0.829999983,1.809999943,0.07,0.439999998,4.590000153,4.730000019
478,BL-575-1,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,255,798,0.153999999,NNO-1.19,liq,Bulk,72.63999939,0.180000007,10.30000019,1.389999986,4,0.039999999,0.100000001,5.679999828,4.349999905
479,BL-575-2,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,378,798,0.155599996,NNO-1.23,liq,Bulk,72.63999939,0.180000007,10.30000019,1.389999986,4,0.039999999,0.100000001,5.679999828,4.349999905
480,BL-575-3,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,378,798,0.155599996,NNO-1.33,liq,Bulk,72.63999939,0.180000007,10.30000019,1.389999986,4,0.039999999,0.100000001,5.679999828,4.349999905
481,BL-575-4,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,354,798,0.1505,NNO-1.41,liq+ox,Bulk,72.63999939,0.180000007,10.30000019,1.389999986,4,0.039999999,0.100000001,5.679999828,4.349999905
482,BL-575-5,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,354,798,0.1505,NNO-1.54,liq+ox,Bulk,72.63999939,0.180000007,10.30000019,1.389999986,4,0.039999999,0.100000001,5.679999828,4.349999905
483,BL-575-6,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,617,746,0.160799995,NNO-1.03,liq+ox,Bulk,72.63999939,0.180000007,10.30000019,1.389999986,4,0.039999999,0.100000001,5.679999828,4.349999905
484,BL-575-7,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,617,746,0.160799995,NNO-1.12,liq+ox+qz,Bulk,72.63999939,0.180000007,10.30000019,1.389999986,4,0.039999999,0.100000001,5.679999828,4.349999905
487,BL-575-22,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,306,788,0.149000004,NNO-1.86,liq+ox+qz,Bulk,72.63999939,0.180000007,10.30000019,1.389999986,4,0.039999999,0.100000001,5.679999828,4.349999905
488,BL-575-23,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,306,791,0.149000004,NNO-2.06,liq+qz+kfs+ox,Bulk,72.63999939,0.180000007,10.30000019,1.389999986,4,0.039999999,0.100000001,5.679999828,4.349999905
489,BL-575-24,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,306,791,0.149000004,NNO-2.3,liq+qz+kfs,Bulk,72.63999939,0.180000007,10.30000019,1.389999986,4,0.039999999,0.100000001,5.679999828,4.349999905
494,BL-575-48,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,951,702,0.1505,NNO-1.94,liq+qz+kfs+amph+fl,Bulk,72.63999939,0.180000007,10.30000019,1.389999986,4,0.039999999,0.100000001,5.679999828,4.349999905
495,BL-575-49,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,951,702,0.1505,NNO-2.23,liq+qz+kfs+amph,Bulk,72.63999939,0.180000007,10.30000019,1.389999986,4,0.039999999,0.100000001,5.679999828,4.349999905
496,BL-575-50,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,951,702,0.1505,NNO-2.56,liq+qz+kfs+amph,Bulk,72.63999939,0.180000007,10.30000019,1.389999986,4,0.039999999,0.100000001,5.679999828,4.349999905
497,BL-575-56,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,959,758,0.151500002,NNO-3.13,liq+qz+kfs+fl,Bulk,72.63999939,0.180000007,10.30000019,1.389999986,4,0.039999999,0.100000001,5.679999828,4.349999905
498,BL-575-57,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,959,729,0.151500002,NNO-3.2,liq+qz+kfs+amph+fl,Bulk,72.63999939,0.180000007,10.30000019,1.389999986,4,0.039999999,0.100000001,5.679999828,4.349999905
499,BL-575-58,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,959,773,0.151500002,NNO-3.1,liq+qz+kfs,Bulk,72.63999939,0.180000007,10.30000019,1.389999986,4,0.039999999,0.100000001,5.679999828,4.349999905
505,BL-575-17,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,502,757,0.151999995,NNO-3.5,liq+ox,Bulk,72.63999939,0.180000007,10.30000019,1.389999986,4,0.039999999,0.100000001,5.679999828,4.349999905
506,BL-575-18,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,502,757,0.151999995,NNO-3.41,liq+ox,Bulk,72.63999939,0.180000007,10.30000019,1.389999986,4,0.039999999,0.100000001,5.679999828,4.349999905
507,BL-575-19,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,502,757,0.151999995,NNO-3.28,liq+ox,Bulk,72.63999939,0.180000007,10.30000019,1.389999986,4,0.039999999,0.100000001,5.679999828,4.349999905
508,BL-575-20,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,502,757,0.151999995,NNO-3.15,liq+ox+kfs,Bulk,72.63999939,0.180000007,10.30000019,1.389999986,4,0.039999999,0.100000001,5.679999828,4.349999905
509,BL-575-21,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,502,757,0.151999995,NNO-3.04,liq+qz+kfs+ox+fl,Bulk,72.63999939,0.180000007,10.30000019,1.389999986,4,0.039999999,0.100000001,5.679999828,4.349999905
510,BL-575-25,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,1222,703,0.155000001,NNO-3.39,liq+ox,Bulk,72.63999939,0.180000007,10.30000019,1.389999986,4,0.039999999,0.100000001,5.679999828,4.349999905
511,BL-575-26,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,1222,703,0.155000001,NNO-3.27,liq+ox,Bulk,72.63999939,0.180000007,10.30000019,1.389999986,4,0.039999999,0.100000001,5.679999828,4.349999905
512,BL-575-27,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,1222,703,0.155000001,NNO-3.17,liq+qz+kfs+ox,Bulk,72.63999939,0.180000007,10.30000019,1.389999986,4,0.039999999,0.100000001,5.679999828,4.349999905
513,BL-575-28,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,1222,703,0.155000001,NNO-3.04,liq+qz+kfs+ox,Bulk,72.63999939,0.180000007,10.30000019,1.389999986,4,0.039999999,0.100000001,5.679999828,4.349999905
514,BL-575-29,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,1222,703,0.155000001,NNO-2.93,liq+qz+kfs+ox+fl,Bulk,72.63999939,0.180000007,10.30000019,1.389999986,4,0.039999999,0.100000001,5.679999828,4.349999905
521,BL-575-42,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,955,786,0.140000001,NNO-3.71,liq+qz+kfs+ox+fl,Bulk,72.63999939,0.180000007,10.30000019,1.389999986,4,0.039999999,0.100000001,5.679999828,4.349999905
522,BL-575-43,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,955,786,0.140000001,NNO-3.48,liq+qz+kfs+ox,Bulk,72.63999939,0.180000007,10.30000019,1.389999986,4,0.039999999,0.100000001,5.679999828,4.349999905
523,BL-575-51,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,1138,784,0.150000006,NNO-2.35,liq+qz+kfs+ox+fl,Bulk,72.63999939,0.180000007,10.30000019,1.389999986,4,0.039999999,0.100000001,5.679999828,4.349999905
524,BL-575-10,"Scaillet, B., MacDonald, R. (2001) Phase relations of peralkaline silicic magmas and petrogenetic implications. Journal of Petrology 42 825-845. ","Orleans, France",CSPV,Au,423,798,0.056299999,NNO-1.38,liq+ox,Bulk,72.63999939,0.180000007,10.30000019,1.389999986,4,0.039999999,0.100000001,5.679999828,4.349999905
