Index,Experiment,Citation,Mode,Type,SiO2,TiO2,Al2O3,Fe2O3,FeO,MgO,CaO,Na2O,K2O
30006,SAY-7E-19,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,51.41999817,2.25,17.46999931,1.159999967,4.449999809,2.950000048,5.230000019,5.769999981,5.78000021
30007,SAY-7E-21,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,57.33000183,2.230000019,18.37999916,0.730000019,2.829999924,1.429999948,2.25999999,6.800000191,6.429999828
30008,BS-501-12,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,50.65999985,1.649999976,13.52000046,1.200000048,6.900000095,9.720000267,8.970000267,2.329999924,3.50999999
30009,BS-501-10A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,50.88999939,1.700000048,13.82999992,1.409999967,7.150000095,8.460000038,9.090000153,2.50999999,3.660000086
30010,BS-501-1A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,51.81000137,1.799999952,13.92000008,1.419999957,7.239999771,8.079999924,9.069999695,2.410000086,3.480000019
30011,BS-501-8A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,51.5,1.75,15.14000034,1.309999943,6.579999924,6.769999981,9.819999695,2.430000067,3.400000095
30012,BS-501-2A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,51.18999863,1.840000033,15.42000008,1.269999981,6.5,5.170000076,9.539999962,2.839999914,4.159999847
30013,BS-501-5A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,53.43000031,2.289999962,16.04999924,1.389999986,6.269999981,3.480000019,7.440000057,2.779999971,4.940000057
30014,BS-501-6A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,52.16999817,2.569999933,16.39999962,1.370000005,6.199999809,3.029999971,6.739999771,3.170000076,5.449999809
30015,BS-501-13,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,50.09999847,2.480000019,17.30999947,1.50999999,6.300000191,3.029999971,6.5,4.860000134,5.400000095
30016,BS-501-20,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,54.02000046,2.410000086,18.45000076,1.110000014,4.349999905,1.720000029,3.339999914,6.21999979,6.239999771
30017,94-08-10A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,49.25999832,1.039999962,17.79999924,1.559999943,6.840000153,4.039999962,8.489999771,2.819999933,6.989999771
30018,94-08-1A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,49.31000137,1.059999943,17.70000076,1.639999986,7.099999905,3.99000001,8.640000343,2.670000076,6.840000153
30020,94-08-7A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,47.38999939,1.200000048,17.68000031,1.629999995,7.929999828,4.739999771,10.10999966,2.869999886,4.929999828
30021,94-08-2A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,46.22000122,1.360000014,16.06999969,1.710000038,9.260000229,4.989999771,10.88000011,3.289999962,4.349999905
30022,94-08-5A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,47.09999847,1.909999967,15.52999973,2.130000114,10.81000042,3.960000038,10.11999989,2.400000095,4.050000191
30023,94-08-4A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,46.86000061,1.5,16.21999931,2.069999933,10.73999977,4.199999809,8.359999657,3.640000105,4.110000134
30024,94-08-6A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,46.81000137,1.690000057,16.65999985,2.130000114,10.71000004,3.25,8.909999847,3.880000114,4.28000021
30025,94-08-13,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,44.31999969,1.309999943,18.18000031,2.200000048,9.550000191,3.220000029,8.949999809,5.289999962,4.28000021
30031,94-18-5A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,47.63999939,1.649999976,16.39999962,1.960000038,9.840000153,4.03000021,9.56000042,2.849999905,4.400000095
30032,94-18-6A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,45.91999817,2.180000067,15.68999958,2.279999971,11.53999996,3.430000067,9.390000343,3.5,3.869999886
30034,20421-16,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,49.84000015,1.330000043,21.73999977,1.75999999,4.940000057,1.289999962,4.559999943,2.49000001,8.279999733
30035,20421-17,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,47.50999832,1.429999948,21.81999969,1.399999976,5.28000021,1.370000005,4.840000153,6.5,7.429999828
30038,20421-13,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,44.84000015,1.320000052,20.25,1.74000001,6.949999809,2.099999905,7.300000191,7.329999924,5.320000172
30039,20421-20,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,45.83000183,1.139999986,20.63999939,1.5,6.5,1.889999986,6.730000019,6.829999924,5.050000191
30040,20421-21,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,48.95999908,1.330000043,19.96999931,1.409999967,5.760000229,1.340000033,5.71999979,7.989999771,5.079999924
30043,K-8-16,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,44.15999985,2.680000067,16.87999916,1.539999962,8.779999733,7.920000076,12.53999996,3.190000057,1.559999943
30044,K-8-17,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,43.93999863,2.859999895,16.88999939,1.610000014,8.590000153,6.519999981,12.64999962,3.190000057,1.99000001
30045,K-8-18,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,43.79000092,2.980000019,18.45000076,1.830000043,7.909999847,4.849999905,11.92000008,3.069999933,3.029999971
30047,K-8-19,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,45.38000107,3.349999905,17.61000061,1.919999957,8.970000267,3.519999981,8.779999733,5.300000191,3.700000048
30050,K-14-17,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,45.95000076,2.299999952,17.20000076,1.539999962,7.630000114,6.119999886,10.75,4.349999905,2.680000067
30051,K-14-18,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,45.93000031,2.619999886,17.12000084,1.700000048,7.5,5.010000229,10.72000027,4.269999981,3.059999943
30053,K-14-13,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,48.41999817,2.75999999,19.29999924,1.549999952,6.440000057,2.619999886,6.239999771,6.760000229,4.599999905
30058,K-15-19,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,49.54999924,1.850000024,18.56999969,1.75999999,7.820000172,2.789999962,6.679999828,6.369999886,3.970000029
30059,K-15-20,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,50.38999939,1.799999952,17.70000076,1.74000001,7.429999828,2.269999981,6.110000134,6.400000095,4.269999981
30060,K-15-21,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,52.52000046,1.610000014,19.43000031,1.519999981,6.039999962,1.720000029,4.519999981,6.980000019,5.170000076
30062,SSC-1-16,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,45.54000092,2.470000029,14.90999985,1.809999943,9.630000114,7.53000021,11.59000015,3.589999914,1.470000029
30063,SSC-1-17,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,44.90999985,2.609999895,15.27000046,1.789999962,9.350000381,6.789999962,11.81000042,3.720000029,1.649999976
30064,SSC-1-18,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,44.93000031,2.910000086,15.56999969,1.980000019,9.600000381,5.659999847,11.25,4.119999886,1.75999999
30066,SSC-1-19,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,43.59999847,3.630000114,15.13000011,2.380000114,10.52999973,4.019999981,10.06000042,5.079999924,2.75999999
30070,SSC-2-13,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,49.66999817,2.769999981,15.93999958,2.059999943,8.869999886,2.880000114,6.489999771,6.03000021,2.880000114
30071,SSC-2-20,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,51.43999863,2.329999924,17.27000046,1.830000043,7.71999979,2.319999933,5.329999924,7.050000191,3.710000038
30074,CSQ-3-1A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,47.70999908,2.380000114,14.94999981,1.570000052,9.829999924,9.520000458,8.949999809,3.430000067,1.149999976
30075,CSQ-3-8A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,47.59000015,2.589999914,16.90999985,1.590000033,9.470000267,7.050000191,9.989999771,3.329999924,1.279999971
30076,CSQ-3-7A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,48.15999985,3.579999924,16.42000008,1.659999967,9.119999886,6.119999886,9.93999958,3.579999924,1.429999948
30078,CSQ-3-5A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,48.36999893,4.309999943,14.61999989,2.00999999,9.829999924,4.579999924,9.180000305,3.670000076,2
30079,CSQ-3-6A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,49.45999908,4.559999943,15.14000034,2.039999962,9.239999771,3.279999971,7.650000095,4.650000095,2.940000057
30080,CSQ-3-19,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,47.68000031,3.930000067,16.68000031,1.940000057,8.029999733,3.200000048,7.150000095,6.159999847,3.460000038
30081,CSQ-3-20,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,50.74000168,2.119999886,19.82999992,1.309999943,5.449999809,2.039999962,4.949999809,7.550000191,4.599999905
30084,TB-253-8A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,48.58000183,2.220000029,16.87999916,1.5,8.680000305,6.699999809,8.930000305,3.460000038,1.690000057
30085,TB-253-7A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,49.08000183,2.380000114,16.90999985,1.669999957,9.369999886,5.610000134,9.039999962,3.690000057,1.75999999
30086,TB-253-2A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,49.27000046,2.700000048,15.69999981,1.570000052,8.659999847,5.480000019,9.409999847,4.269999981,1.850000024
30087,TB-253-5A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,49.45000076,4.170000076,14.25,2.019999981,9.31000042,4.360000134,8.909999847,4.039999962,2.369999886
30088,TB-253-6A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,53.63000107,3.640000105,15.31999969,1.75,7.769999981,2.819999933,6.039999962,4.309999943,3.960000038
30091,HC-63-8A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,48.88999939,1.279999971,16.42000008,1.429999948,9.319999695,7.849999905,10.88000011,2.74000001,0.289999992
30094,HC-63-4A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,50.86999893,4.510000229,11.81000042,2.660000086,12.47999954,3.480000019,7.739999771,4.25,1.100000024
30105,COL-7A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,57.25,0.779999971,16.79999924,1.100000024,5.929999828,5.309999943,7.360000134,4.070000172,1.129999995
30107,COL-5A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,60.20000076,1.159999967,14.5,1.440000057,6.820000172,3.430000067,6.360000134,4.199999809,1.840000033
30118,FG-8A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,49.84000015,0.930000007,15.85000038,1.330000043,8.380000114,8.600000381,12.72000027,2.140000105,0.310000002
30119,FG-7A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,49.84000015,1.159999967,14.09000015,1.649999976,10.23999977,7.409999847,11.72999954,2.150000095,0.209999993
30120,FG-4A,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,50.72999954,4.349999905,11.27999973,2.809999943,13.77000046,3.779999971,8.229999542,3.130000114,0.819999993
30121,94-08A-24,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,47.31999969,1.49000001,16.38999939,1.710000038,8.220000267,4.960000038,10.77999973,2.349999905,4.340000153
30123,94-08C-24,"Sack, R.O., Walker, D., Carmichael, I.S.E. (1987) Experimental petrology of alkalic lavas: constraints on cotectics of multiple saturation in natural basic liquids. Contributions to Mineralogy and Petrology 96 1-23. ",0,Liquid,48.36999893,1.440000057,16.64999962,1.659999967,7.929999828,4.679999828,10.06000042,2.339999914,4.75
30136,Jv32,"Stolper, E. (1977) Experimental petrology of eucritic meteorites. Geochimica et Cosmochimica Acta 41 587-611. ",0,Liquid,49.52999878,0.560000002,12.85000038,0,17.44000053,7.119999886,10.19999981,0.660000026,0
30139,Jv14,"Stolper, E. (1977) Experimental petrology of eucritic meteorites. Geochimica et Cosmochimica Acta 41 587-611. ",0,Liquid,49.38999939,0.699999988,13.06999969,0,17.35000038,6.409999847,10.47000027,0.529999971,0
30140,Jv18,"Stolper, E. (1977) Experimental petrology of eucritic meteorites. Geochimica et Cosmochimica Acta 41 587-611. ",0,Liquid,49.08000183,0.680000007,12.77999973,0,19.03000069,6.5,10.27999973,0.50999999,0
30142,Jv30,"Stolper, E. (1977) Experimental petrology of eucritic meteorites. Geochimica et Cosmochimica Acta 41 587-611. ",0,Liquid,49.24000168,0.660000026,13.02999973,0,17.54000092,6.739999771,10.28999996,0.50999999,0
30146,Jv28,"Stolper, E. (1977) Experimental petrology of eucritic meteorites. Geochimica et Cosmochimica Acta 41 587-611. ",0,Liquid,49.25999832,0.75999999,12.51000023,0,18.77000046,6.070000172,10.35999966,0.620000005,0
30152,Jv26,"Stolper, E. (1977) Experimental petrology of eucritic meteorites. Geochimica et Cosmochimica Acta 41 587-611. ",0,Liquid,49.20000076,0.870000005,11.73999977,0,20.05999947,5.260000229,10.40999985,0.589999974,0
30157,Jv24,"Stolper, E. (1977) Experimental petrology of eucritic meteorites. Geochimica et Cosmochimica Acta 41 587-611. ",0,Liquid,49,1.179999948,11.10000038,0,21.86000061,4.440000057,10.43999958,0.639999986,0
30159,Jv15,"Stolper, E. (1977) Experimental petrology of eucritic meteorites. Geochimica et Cosmochimica Acta 41 587-611. ",0,Liquid,49.75,1.279999971,10.47999954,0,21.45999908,3.640000105,10.28999996,0.75999999,0
30169,SC90,"Stolper, E. (1977) Experimental petrology of eucritic meteorites. Geochimica et Cosmochimica Acta 41 587-611. ",0,Liquid,49.45000076,0.639999986,12.15999985,0,18.70000076,7.360000134,9.840000153,0.589999974,0
30173,SC87,"Stolper, E. (1977) Experimental petrology of eucritic meteorites. Geochimica et Cosmochimica Acta 41 587-611. ",0,Liquid,49.90000153,0.620000005,12.31999969,0,17.92000008,7.159999847,10.28999996,0.660000026,0
30176,SC54,"Stolper, E. (1977) Experimental petrology of eucritic meteorites. Geochimica et Cosmochimica Acta 41 587-611. ",0,Liquid,49.38000107,0.699999988,12.85000038,0,17.87999916,6.440000057,10.39000034,0.439999998,0
30177,SC58,"Stolper, E. (1977) Experimental petrology of eucritic meteorites. Geochimica et Cosmochimica Acta 41 587-611. ",0,Liquid,48.90000153,0.670000017,12.46000004,0,19.12999916,6.400000095,10.18999958,0.469999999,0
30179,SC72,"Stolper, E. (1977) Experimental petrology of eucritic meteorites. Geochimica et Cosmochimica Acta 41 587-611. ",0,Liquid,49.04999924,0.670000017,12.64999962,0,18.27000046,6.639999866,10.19999981,0.5,0
30183,SC68,"Stolper, E. (1977) Experimental petrology of eucritic meteorites. Geochimica et Cosmochimica Acta 41 587-611. ",0,Liquid,49.11999893,0.730000019,12.35999966,0,19.18000031,6.070000172,10.31000042,0.519999981,0
30190,SC66,"Stolper, E. (1977) Experimental petrology of eucritic meteorites. Geochimica et Cosmochimica Acta 41 587-611. ",0,Liquid,49.04999924,0.839999974,12.19999981,0,19.09000015,4.929999828,10.51000023,0.589999974,0
30191,SC21,"Stolper, E. (1977) Experimental petrology of eucritic meteorites. Geochimica et Cosmochimica Acta 41 587-611. ",0,Liquid,53.93000031,1.120000005,11.77999973,0,14.31000042,4.590000153,10.82999992,0.529999971,0
30197,SC64,"Stolper, E. (1977) Experimental petrology of eucritic meteorites. Geochimica et Cosmochimica Acta 41 587-611. ",0,Liquid,49.41999817,1.070000052,10.94999981,0,21.10000038,4.320000172,10.31999969,0.620000005,0
30199,SC55,"Stolper, E. (1977) Experimental petrology of eucritic meteorites. Geochimica et Cosmochimica Acta 41 587-611. ",0,Liquid,50.15999985,1.25,10.63000011,0,21.31999969,3.539999962,10.36999989,0.709999979,0
30203,Bi2,"Stolper, E. (1977) Experimental petrology of eucritic meteorites. Geochimica et Cosmochimica Acta 41 587-611. ",0,Liquid,50.63000107,0.649999976,8.989999771,0,18.62999916,10.10000038,8.270000458,0.319999993,0
30204,Bi4,"Stolper, E. (1977) Experimental petrology of eucritic meteorites. Geochimica et Cosmochimica Acta 41 587-611. ",0,Liquid,50.43000031,0.620000005,8.25,0,19.17000008,10.39000034,8.479999542,0.360000014,0
30224,EAWo0-3,"Longhi, J., Pan, V. (1989) The parent magmas of the SNC meteorites. Proceedings of the Lunar and Planetary Science Conference 19 451-464. ",0,Liquid,50.47000122,0.980000019,7.980000019,0,17.37999916,10.97999954,9.520000458,0.699999988,0
30225,D-5,"Longhi, J., Pan, V. (1989) The parent magmas of the SNC meteorites. Proceedings of the Lunar and Planetary Science Conference 19 451-464. ",0,Liquid,46.31000137,0.660000026,3.809999943,0,23.13999939,10.14999962,12.26000023,0.540000021,0
30226,EAWo0-2,"Longhi, J., Pan, V. (1989) The parent magmas of the SNC meteorites. Proceedings of the Lunar and Planetary Science Conference 19 451-464. ",0,Liquid,50.24000168,0.949999988,8.029999733,0,17.14999962,10.06999969,9.739999771,1.059999943,0
30227,EAWo10-2,"Longhi, J., Pan, V. (1989) The parent magmas of the SNC meteorites. Proceedings of the Lunar and Planetary Science Conference 19 451-464. ",0,Liquid,50.27999878,0.779999971,6.699999809,0,15.64000034,10.34000015,12.22999954,0.790000021,0
30228,EAWo15-2,"Longhi, J., Pan, V. (1989) The parent magmas of the SNC meteorites. Proceedings of the Lunar and Planetary Science Conference 19 451-464. ",0,Liquid,49.68999863,0.709999979,6.050000191,0,15.31000042,10.75,12.97999954,0.769999981,0
30229,D-1,"Longhi, J., Pan, V. (1989) The parent magmas of the SNC meteorites. Proceedings of the Lunar and Planetary Science Conference 19 451-464. ",0,Liquid,46.95000076,0.639999986,4.039999962,0,23.92000008,8.899999619,12.42000008,0.920000017,0
30230,EAWo0-5,"Longhi, J., Pan, V. (1989) The parent magmas of the SNC meteorites. Proceedings of the Lunar and Planetary Science Conference 19 451-464. ",0,Liquid,49.86000061,1.070000052,9.130000114,0,16.62000084,8.43999958,10.92000008,1.120000005,0
30231,EAWo20-l,"Longhi, J., Pan, V. (1989) The parent magmas of the SNC meteorites. Proceedings of the Lunar and Planetary Science Conference 19 451-464. ",0,Liquid,48.41999817,0.870000005,7.329999924,0,17.96999931,9.25,13.32999992,0.730000019,0
30232,D-2,"Longhi, J., Pan, V. (1989) The parent magmas of the SNC meteorites. Proceedings of the Lunar and Planetary Science Conference 19 451-464. ",0,Liquid,47.41999817,0.730000019,4.25,0,24.68000031,7.889999866,12.97000027,0.99000001,0
